Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2021-2022,37,68056,0114686,San Diego,Del Mar Union Elementary,Ocean Air,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,542,22,4.1%,22,4.1%,542,22,4.1%,22,4.1%,Y
2021-2022,37,68056,6117923,San Diego,Del Mar Union Elementary,Sage Canyon,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,575,19,3.3%,19,3.3%,575,19,3.3%,19,3.3%,Y
2021-2022,37,68056,0110114,San Diego,Del Mar Union Elementary,Sycamore Ridge,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,554,112,20.2%,124,22.4%,554,112,20.2%,124,22.4%,Y
2021-2022,37,68056,6120596,San Diego,Del Mar Union Elementary,Torrey Hills,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,450,22,4.9%,26,5.8%,450,22,4.9%,26,5.8%,Y
2021-2022,37,68080,6066989,San Diego,Encinitas Union Elementary,Capri Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,638,137,21.5%,189,29.6%,638,137,21.5%,189,29.6%,Y
2021-2022,37,68080,6117709,San Diego,Encinitas Union Elementary,El Camino Creek Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N,N/A,N/A,N,K,6,504,16,3.2%,26,5.2%,504,16,3.2%,26,5.2%,Y
2021-2022,37,68080,6099402,San Diego,Encinitas Union Elementary,Flora Vista Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,406,38,9.4%,56,13.8%,406,38,9.4%,56,13.8%,Y
2021-2022,37,68080,6106132,San Diego,Encinitas Union Elementary,La Costa Heights Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,644,64,9.9%,89,13.8%,644,64,9.9%,89,13.8%,Y
2021-2022,37,68080,6108534,San Diego,Encinitas Union Elementary,Mission Estancia Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,420,33,7.9%,47,11.2%,420,33,7.9%,47,11.2%,Y
2021-2022,37,68080,0000001,San Diego,Encinitas Union Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,Y
2021-2022,37,68080,6038152,San Diego,Encinitas Union Elementary,Ocean Knoll Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,578,151,26.1%,180,31.1%,578,151,26.1%,180,31.1%,Y
2021-2022,37,68080,6112445,San Diego,Encinitas Union Elementary,Olivenhain Pioneer Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,562,33,5.9%,46,8.2%,562,33,5.9%,46,8.2%,Y
2021-2022,37,68080,6095046,San Diego,Encinitas Union Elementary,Park Dale Lane Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,438,95,21.7%,114,26.0%,438,95,21.7%,114,26.0%,Y
2021-2022,37,68080,6038145,San Diego,Encinitas Union Elementary,Paul Ecke-Central Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,622,127,20.4%,151,24.3%,622,127,20.4%,151,24.3%,Y
2021-2022,37,68098,0102590,San Diego,Escondido Union,Bear Valley Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,6,8,950,491,51.7%,520,54.7%,950,491,51.7%,520,54.7%,Y
2021-2022,37,68098,0107870,San Diego,Escondido Union,Bernardo Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,588,109,18.5%,114,19.4%,578,109,18.9%,113,19.6%,Y
2021-2022,37,68098,6038178,San Diego,Escondido Union,Central Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,543,419,77.2%,442,81.4%,537,417,77.7%,439,81.8%,Y
2021-2022,37,68098,6116776,San Diego,Escondido Union,Classical Academy,Elementary School District,Elementary Schools (Public),Traditional,N/A,Y,0199,Directly funded,Y,K,8,"1,558",303,19.4%,368,23.6%,"1,548",301,19.4%,365,23.6%,Y
2021-2022,37,68098,6038186,San Diego,Escondido Union,Conway Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,512,259,50.6%,276,53.9%,503,254,50.5%,271,53.9%,Y
2021-2022,37,68098,6038194,San Diego,Escondido Union,Del Dios Academy of Arts and Sciences,Elementary School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,6,8,727,483,66.4%,539,74.1%,727,483,66.4%,539,74.1%,Y
2021-2022,37,68098,0102608,San Diego,Escondido Union,Farr Avenue Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,561,437,77.9%,470,83.8%,556,433,77.9%,466,83.8%,Y
2021-2022,37,68098,6038202,San Diego,Escondido Union,Felicita Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,437,320,73.2%,348,79.6%,433,319,73.7%,347,80.1%,Y
2021-2022,37,68098,6038939,San Diego,Escondido Union,Glen View Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,607,424,69.9%,462,76.1%,599,418,69.8%,456,76.1%,Y
2021-2022,37,68098,0101535,San Diego,Escondido Union,Heritage K-8 Charter,Elementary School District,Elementary Schools (Public),Traditional,N/A,Y,0556,Directly funded,Y,K,8,"1,306",382,29.2%,507,38.8%,"1,306",382,29.2%,507,38.8%,Y
2021-2022,37,68098,6093215,San Diego,Escondido Union,Hidden Valley Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,6,8,901,682,75.7%,764,84.8%,901,682,75.7%,764,84.8%,Y
2021-2022,37,68098,6038228,San Diego,Escondido Union,Juniper Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,594,444,74.7%,475,80.0%,587,439,74.8%,470,80.1%,Y
2021-2022,37,68098,6107882,San Diego,Escondido Union,L. R. Green Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,748,245,32.8%,271,36.2%,739,242,32.7%,267,36.1%,Y
2021-2022,37,68098,0141309,San Diego,Escondido Union,Limitless Learning Academy,Elementary School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N,N/A,N/A,N,K,8,360,239,66.4%,251,69.7%,360,239,66.4%,251,69.7%,Y
2021-2022,37,68098,6038236,San Diego,Escondido Union,Lincoln Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,540,401,74.3%,436,80.7%,534,397,74.3%,432,80.9%,Y
2021-2022,37,68098,6066997,San Diego,Escondido Union,Miller Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,339,181,53.4%,185,54.6%,334,178,53.3%,182,54.5%,Y
2021-2022,37,68098,6038210,San Diego,Escondido Union,Mission Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,6,8,900,734,81.6%,791,87.9%,900,734,81.6%,791,87.9%,Y
2021-2022,37,68098,0000001,San Diego,Escondido Union,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,2,40.0%,2,40.0%,5,2,40.0%,2,40.0%,Y
2021-2022,37,68098,6102750,San Diego,Escondido Union,North Broadway Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,482,220,45.6%,247,51.2%,476,217,45.6%,244,51.3%,Y
2021-2022,37,68098,6038244,San Diego,Escondido Union,Oak Hill Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,651,472,72.5%,511,78.5%,640,463,72.3%,502,78.4%,Y
2021-2022,37,68098,6038947,San Diego,Escondido Union,Orange Glen Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,499,337,67.5%,374,74.9%,489,330,67.5%,367,75.1%,Y
2021-2022,37,68098,6110381,San Diego,Escondido Union,Pioneer Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,640,476,74.4%,530,82.8%,629,465,73.9%,519,82.5%,Y
2021-2022,37,68098,0131813,San Diego,Escondido Union,Quantum Academy,Elementary School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,4,8,310,106,34.2%,123,39.7%,310,106,34.2%,123,39.7%,Y
2021-2022,37,68098,0107862,San Diego,Escondido Union,Reidy Creek Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,596,196,32.9%,219,36.7%,588,195,33.2%,218,37.1%,Y
2021-2022,37,68098,6105944,San Diego,Escondido Union,Rincon Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,6,8,849,431,50.8%,461,54.3%,849,431,50.8%,461,54.3%,Y
2021-2022,37,68098,6111769,San Diego,Escondido Union,Rock Springs Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,522,284,54.4%,322,61.7%,512,278,54.3%,316,61.7%,Y
2021-2022,37,68098,6038251,San Diego,Escondido Union,Rose Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,5,499,344,68.9%,376,75.4%,487,338,69.4%,370,76.0%,Y
2021-2022,37,68106,0137034,San Diego,Escondido Union High,Audeo Charter School III,High School District,High Schools (Public),Traditional,N/A,Y,1935,Directly funded,Y,6,12,106,63,59.4%,72,67.9%,93,54,58.1%,61,65.6%,Y
2021-2022,37,68106,0111195,San Diego,Escondido Union High,Classical Academy High,High School District,High Schools (Public),Traditional,N/A,Y,0759,Directly funded,Y,9,12,"1,246",234,18.8%,268,21.5%,"1,206",225,18.7%,258,21.4%,Y
2021-2022,37,68106,0127241,San Diego,Escondido Union High,Del Lago Academy - Campus of Applied Science,High School District,High Schools (Public),Traditional,CEP,N,N/A,N/A,N,9,12,774,407,52.6%,519,67.1%,772,407,52.7%,519,67.2%,Y
2021-2022,37,68106,3731023,San Diego,Escondido Union High,Escondido Charter High,High School District,High Schools (Public),Traditional,N/A,Y,0109,Directly funded,Y,9,12,940,313,33.3%,400,42.6%,910,302,33.2%,385,42.3%,Y
2021-2022,37,68106,3732062,San Diego,Escondido Union High,Escondido High,High School District,High Schools (Public),Traditional,CEP,N,N/A,N/A,N,9,12,"2,099","1,427",68.0%,"1,676",79.8%,"1,991","1,356",68.1%,"1,587",79.7%,Y
2021-2022,37,68106,0000001,San Diego,Escondido Union High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,2,25.0%,2,25.0%,5,1,20.0%,1,20.0%,Y
2021-2022,37,68106,3735313,San Diego,Escondido Union High,Orange Glen High,High School District,High Schools (Public),Traditional,CEP,N,N/A,N/A,N,9,12,"1,925","1,452",75.4%,"1,692",87.9%,"1,886","1,428",75.7%,"1,664",88.2%,Y
2021-2022,37,68106,3730058,San Diego,Escondido Union High,San Pasqual High,High School District,High Schools (Public),Traditional,CEP,N,N/A,N/A,N,9,12,"2,122","1,224",57.7%,"1,443",68.0%,"2,083","1,200",57.6%,"1,417",68.0%,Y
2021-2022,37,68106,3732054,San Diego,Escondido Union High,Valley High (Continuation),High School District,Continuation High Schools,Continuation School,CEP,N,N/A,N/A,N,9,12,238,189,79.4%,208,87.4%,191,156,81.7%,169,88.5%,Y
2021-2022,37,68114,6096911,San Diego,Fallbrook Union Elementary,Fallbrook Homeschool Academy,Elementary School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N,N/A,N/A,N,K,8,149,103,69.1%,117,78.5%,148,103,69.6%,117,79.1%,Y
2021-2022,37,68114,6038285,San Diego,Fallbrook Union Elementary,Fallbrook STEM Academy,Elementary School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,581,409,70.4%,431,74.2%,567,404,71.3%,425,75.0%,Y
2021-2022,37,68114,6038277,San Diego,Fallbrook Union Elementary,James E. Potter Intermediate,Elementary School District,Intermediate/Middle Schools (Public),Traditional,CEP,N,N/A,N/A,N,7,8,727,459,63.1%,530,72.9%,727,459,63.1%,530,72.9%,Y
2021-2022,37,68114,6038269,San Diego,Fallbrook Union Elementary,La Paloma Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,504,276,54.8%,329,65.3%,498,274,55.0%,327,65.7%,Y
2021-2022,37,68114,6109524,San Diego,Fallbrook Union Elementary,Live Oak Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,606,332,54.8%,371,61.2%,591,323,54.7%,361,61.1%,Y
2021-2022,37,68114,0131920,San Diego,Fallbrook Union Elementary,Maie Ellis Elementary,Elementary School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N,N/A,N/A,N,K,6,530,331,62.5%,412,77.7%,530,331,62.5%,412,77.7%,Y
2021-2022,37,68114,6038301,San Diego,Fallbrook Union Elementary,Mary Fay Pendleton Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,8,756,90,11.9%,215,28.4%,746,90,12.1%,213,28.6%,Y
2021-2022,37,68114,0000001,San Diego,Fallbrook Union Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,Y
2021-2022,37,68114,6096515,San Diego,Fallbrook Union Elementary,San Onofre Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,8,530,88,16.6%,272,51.3%,518,88,17.0%,265,51.2%,Y
2021-2022,37,68114,6116420,San Diego,Fallbrook Union Elementary,William H. Frazier Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,N,N/A,N/A,N,K,6,537,367,68.3%,447,83.2%,526,360,68.4%,438,83.3%,Y
2021-2022,37,68122,3732179,San Diego,Fallbrook Union High,Fallbrook High,High School District,High Schools (Public),Traditional,Provision 2,N,N/A,N/A,N,9,12,"1,959","1,137",58.0%,"1,399",71.4%,"1,884","1,090",57.9%,"1,346",71.4%,Y
2021-2022,37,68122,3732195,San Diego,Fallbrook Union High,Ivy High (Continuation),High School District,Continuation High Schools,Continuation School,CEP,N,N/A,N/A,N,9,12,100,72,72.0%,82,82.0%,85,62,72.9%,70,82.4%,Y
2021-2022,37,68122,0000001,San Diego,Fallbrook Union High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,1,33.3%,1,33.3%,3,1,33.3%,1,33.3%,Y
2021-2022,37,68122,3730967,San Diego,Fallbrook Union High,Oasis High (Alternative),High School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N,N/A,N/A,N,9,12,66,26,39.4%,34,51.5%,63,25,39.7%,32,50.8%,Y
2021-2022,37,68130,3732559,San Diego,Grossmont Union High,Chaparral High,High School District,Continuation High Schools,Continuation School,CEP,N,N/A,N/A,N,9,12,36,24,66.7%,31,86.1%,31,20,64.5%,27,87.1%,Y
2021-2022,37,68130,3731692,San Diego,Grossmont Union High,El Cajon Valley High,High School District,High Schools (Public),Traditional,CEP,N,N/A,N/A,N,9,12,"1,589","1,089",68.5%,"1,482",93.3%,"1,496","1,036",69.3%,"1,397",93.4%,Y
2021-2022,37,68130,3731809,San Diego,Grossmont Union High,El Capitan High,High School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,"1,809",551,30.5%,939,51.9%,"1,756",532,30.3%,908,51.7%,Y
2021-2022,37,68130,3731486,San Diego,Grossmont Union High,Elite Academy,High School District,Special Education Schools (Public),Special Education School,N/A,N,N/A,N/A,N,9,12,44,9,20.5%,25,56.8%,18,5,27.8%,10,55.6%,Y
2021-2022,37,68130,3732336,San Diego,Grossmont Union High,Granite Hills High,High School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,"2,366",844,35.7%,"1,242",52.5%,"2,282",815,35.7%,"1,202",52.7%,Y
2021-2022,37,68130,3732625,San Diego,Grossmont Union High,Grossmont High,High School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,"2,291",916,40.0%,"1,310",57.2%,"2,200",887,40.3%,"1,262",57.4%,Y
2021-2022,37,68130,3731536,San Diego,Grossmont Union High,Grossmont Middle College High,High School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N,N/A,N/A,N,11,12,66,13,19.7%,26,39.4%,66,13,19.7%,26,39.4%,Y
2021-2022,37,68130,3732732,San Diego,Grossmont Union High,Helix High,High School District,High Schools (Public),Traditional,N/A,Y,0150,Directly funded,Y,9,12,"2,462",706,28.7%,"1,405",57.1%,"2,397",676,28.2%,"1,359",56.7%,Y
2021-2022,37,68130,0132548,San Diego,Grossmont Union High,IDEA Center,High School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N,N/A,N/A,N,9,12,146,53,36.3%,88,60.3%,137,50,36.5%,82,59.9%,Y
2021-2022,37,68130,0128793,San Diego,Grossmont Union High,MERIT Academy,High School District,Special Education Schools (Public),Special Education School,N/A,N,N/A,N/A,N,9,12,67,35,52.2%,54,80.6%,54,27,50.0%,44,81.5%,Y
2021-2022,37,68130,3734548,San Diego,Grossmont Union High,Monte Vista High,High School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,"1,715",825,48.1%,"1,329",77.5%,"1,625",785,48.3%,"1,260",77.5%,Y
2021-2022,37,68130,3734761,San Diego,Grossmont Union High,Mount Miguel High,High School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,"1,472",740,50.3%,"1,144",77.7%,"1,404",712,50.7%,"1,097",78.1%,Y
2021-2022,37,68130,0000001,San Diego,Grossmont Union High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64,10,15.6%,26,40.6%,42,9,21.4%,20,47.6%,Y
2021-2022,37,68130,0128819,San Diego,Grossmont Union High,REACH Academy,High School District,Special Education Schools (Public),Special Education School,CEP,N,N/A,N/A,N,9,12,18,12,66.7%,18,100.0%,18,12,66.7%,18,100.0%,Y
2021-2022,37,68130,3737905,San Diego,Grossmont Union High,Santana High,High School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,"1,754",491,28.0%,759,43.3%,"1,677",474,28.3%,730,43.5%,Y
2021-2022,37,68130,3731262,San Diego,Grossmont Union High,Steele Canyon High,High School District,High Schools (Public),Traditional,N/A,Y,0893,Directly funded,Y,9,12,"2,156",709,32.9%,"1,012",46.9%,"2,125",693,32.6%,995,46.8%,Y
2021-2022,37,68130,0139063,San Diego,Grossmont Union High,The Learning Choice Academy - East County,High School District,K-12 Schools (Public),Traditional,N/A,Y,2039,Directly funded,Y,K,12,368,179,48.6%,210,57.1%,363,176,48.5%,207,57.0%,Y
2021-2022,37,68130,3730066,San Diego,Grossmont Union High,Valhalla High,High School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,"2,053",962,46.9%,"1,324",64.5%,"1,970",934,47.4%,"1,272",64.6%,Y
2021-2022,37,68130,3730702,San Diego,Grossmont Union High,West Hills High,High School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,"1,618",376,23.2%,638,39.4%,"1,586",369,23.3%,629,39.7%,Y
2021-2022,37,68155,6117303,San Diego,Jamul-Dulzura Union Elementary,Greater San Diego Academy,Elementary School District,K-12 Schools (Public),Traditional,N/A,Y,0261,Directly funded,Y,K,12,191,66,34.6%,83,43.5%,187,65,34.8%,82,43.9%,Y
2021-2022,37,68155,6038319,San Diego,Jamul-Dulzura Union Elementary,Jamul Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,359,180,50.1%,180,50.1%,356,179,50.3%,179,50.3%,Y
2021-2022,37,68155,6097182,San Diego,Jamul-Dulzura Union Elementary,Oak Grove Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,6,8,178,73,41.0%,73,41.0%,178,73,41.0%,73,41.0%,Y
2021-2022,37,68163,0139402,San Diego,Julian Union Elementary,Brookfield Engineering Science Technology Academy,Elementary School District,K-12 Schools (Public),Traditional,N/A,Y,2055,Directly funded,Y,3,12,439,280,63.8%,314,71.5%,432,276,63.9%,310,71.8%,Y
2021-2022,37,68163,0137109,San Diego,Julian Union Elementary,Diego Valley East Public Charter,Elementary School District,K-12 Schools (Public),Traditional,N/A,Y,1934,Directly funded,Y,K,12,368,276,75.0%,300,81.5%,181,133,73.5%,149,82.3%,Y
2021-2022,37,68163,0128421,San Diego,Julian Union Elementary,Harbor Springs Charter,Elementary School District,K-12 Schools (Public),Traditional,N/A,Y,1589,Directly funded,Y,K,12,258,115,44.6%,138,53.5%,254,114,44.9%,137,53.9%,Y
2021-2022,37,68163,0138628,San Diego,Julian Union Elementary,JCS - Cedar Cove,Elementary School District,K-12 Schools (Public),Traditional,N/A,Y,2022,Directly funded,Y,K,12,175,41,23.4%,45,25.7%,170,41,24.1%,45,26.5%,Y
2021-2022,37,68163,0138156,San Diego,Julian Union Elementary,JCS - Mountain Oaks,Elementary School District,Elementary Schools (Public),Traditional,N/A,Y,1992,Directly funded,Y,K,8,238,42,17.6%,43,18.1%,237,42,17.7%,43,18.1%,Y
