Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2019-2020,37,68098,6038236,San Diego,Escondido Union,Lincoln Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,490,387,79.0%,425,86.7%,480,384,80.0%,421,87.7%,Y
2019-2020,37,68098,6038244,San Diego,Escondido Union,Oak Hill Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,687,533,77.6%,591,86.0%,676,529,78.3%,585,86.5%,Y
2019-2020,37,68098,6038251,San Diego,Escondido Union,Rose Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,517,376,72.7%,429,83.0%,505,368,72.9%,420,83.2%,Y
2019-2020,37,68098,6038939,San Diego,Escondido Union,Glen View Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,672,469,69.8%,540,80.4%,661,463,70.0%,534,80.8%,Y
2019-2020,37,68098,6038947,San Diego,Escondido Union,Orange Glen Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,568,399,70.2%,456,80.3%,555,391,70.5%,447,80.5%,Y
2019-2020,37,68098,6066997,San Diego,Escondido Union,Miller Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,412,221,53.6%,239,58.0%,399,217,54.4%,234,58.6%,Y
2019-2020,37,68098,6093215,San Diego,Escondido Union,Hidden Valley Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,6,8,970,727,74.9%,832,85.8%,970,727,74.9%,832,85.8%,Y
2019-2020,37,68098,6102750,San Diego,Escondido Union,North Broadway Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,569,266,46.7%,296,52.0%,561,262,46.7%,292,52.0%,Y
2019-2020,37,68098,6105944,San Diego,Escondido Union,Rincon Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,6,8,952,500,52.5%,571,60.0%,952,500,52.5%,571,60.0%,Y
2019-2020,37,68098,6107882,San Diego,Escondido Union,L. R. Green Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,781,265,33.9%,288,36.9%,768,262,34.1%,285,37.1%,Y
2019-2020,37,68098,6110381,San Diego,Escondido Union,Pioneer Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,707,570,80.6%,628,88.8%,699,567,81.1%,625,89.4%,Y
2019-2020,37,68098,6111769,San Diego,Escondido Union,Rock Springs Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,497,311,62.6%,354,71.2%,486,307,63.2%,350,72.0%,Y
2019-2020,37,68098,6116776,San Diego,Escondido Union,Classical Academy,Elementary School District,Elementary Schools (Public),Traditional,N/A,Yes,0199,Directly funded,Y,K,8,"1,355",229,16.9%,267,19.7%,"1,345",227,16.9%,264,19.6%,Y
2019-2020,37,68106,0000001,San Diego,Escondido Union High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17,7,41.2%,7,41.2%,14,5,35.7%,5,35.7%,Y
2019-2020,37,68106,0111195,San Diego,Escondido Union High,Classical Academy High,High School District,High Schools (Public),Traditional,N/A,Yes,0759,Directly funded,Y,9,12,"1,271",161,12.7%,213,16.8%,"1,240",156,12.6%,206,16.6%,Y
2019-2020,37,68106,0127241,San Diego,Escondido Union High,Del Lago Academy - Campus of Applied Science,High School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,815,354,43.4%,452,55.5%,810,353,43.6%,450,55.6%,Y
2019-2020,37,68106,0137034,San Diego,Escondido Union High,Audeo Charter School III,High School District,High Schools (Public),Traditional,N/A,Yes,1935,Directly funded,Y,6,12,102,56,54.9%,62,60.8%,88,47,53.4%,53,60.2%,Y
2019-2020,37,68106,3730058,San Diego,Escondido Union High,San Pasqual High,High School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"2,202","1,140",51.8%,"1,332",60.5%,"2,154","1,117",51.9%,"1,308",60.7%,Y
2019-2020,37,68106,3731023,San Diego,Escondido Union High,Escondido Charter High,High School District,High Schools (Public),Traditional,N/A,Yes,0109,Directly funded,Y,9,12,879,238,27.1%,325,37.0%,852,230,27.0%,313,36.7%,Y
2019-2020,37,68106,3732054,San Diego,Escondido Union High,Valley High (Continuation),High School District,Continuation High Schools,Continuation School,Provision 2,No ,N/A,N/A,N,9,12,236,193,81.8%,219,92.8%,176,141,80.1%,160,90.9%,Y
2019-2020,37,68106,3732062,San Diego,Escondido Union High,Escondido High,High School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"2,215","1,357",61.3%,"1,641",74.1%,"2,114","1,302",61.6%,"1,572",74.4%,Y
2019-2020,37,68106,3735313,San Diego,Escondido Union High,Orange Glen High,High School District,High Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,9,12,"1,789","1,266",70.8%,"1,550",86.6%,"1,745","1,238",70.9%,"1,514",86.8%,Y
2019-2020,37,68114,0000000,San Diego,Fallbrook Union Elementary,District Office,Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P,8,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,Y
2019-2020,37,68114,0000001,San Diego,Fallbrook Union Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,0,0.0%,0,0.0%,3,0,0.0%,0,0.0%,Y
2019-2020,37,68114,0115519,San Diego,Fallbrook Union Elementary,Santa Margarita Academy,Elementary School District,District Community Day Schools,Community Day School,CEP,No ,N/A,N/A,N,4,8,4,4,100.0%,4,100.0%,4,4,100.0%,4,100.0%,Y
2019-2020,37,68114,0131920,San Diego,Fallbrook Union Elementary,Maie Ellis Elementary,Elementary School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,6,565,372,65.8%,405,71.7%,565,372,65.8%,405,71.7%,Y
2019-2020,37,68114,6038269,San Diego,Fallbrook Union Elementary,La Paloma Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,560,339,60.5%,393,70.2%,548,336,61.3%,387,70.6%,Y
2019-2020,37,68114,6038277,San Diego,Fallbrook Union Elementary,James E. Potter Intermediate,Elementary School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,7,8,943,580,61.5%,709,75.2%,943,580,61.5%,709,75.2%,Y
2019-2020,37,68114,6038285,San Diego,Fallbrook Union Elementary,Fallbrook STEM Academy,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,600,437,72.8%,483,80.5%,572,417,72.9%,462,80.8%,Y
2019-2020,37,68114,6038301,San Diego,Fallbrook Union Elementary,Mary Fay Pendleton Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,735,79,10.7%,241,32.8%,715,78,10.9%,233,32.6%,Y
2019-2020,37,68114,6096515,San Diego,Fallbrook Union Elementary,San Onofre Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,8,574,58,10.1%,240,41.8%,564,56,9.9%,234,41.5%,Y
2019-2020,37,68114,6096911,San Diego,Fallbrook Union Elementary,Fallbrook Homeschool Academy,Elementary School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,8,47,15,31.9%,16,34.0%,47,15,31.9%,16,34.0%,Y
2019-2020,37,68114,6109524,San Diego,Fallbrook Union Elementary,Live Oak Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,669,392,58.6%,446,66.7%,652,385,59.0%,439,67.3%,Y
2019-2020,37,68114,6116420,San Diego,Fallbrook Union Elementary,William H. Frazier Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,577,379,65.7%,435,75.4%,563,369,65.5%,424,75.3%,Y
2019-2020,37,68122,0000001,San Diego,Fallbrook Union High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,25.0%,1,25.0%,3,1,33.3%,1,33.3%,Y
2019-2020,37,68122,3730967,San Diego,Fallbrook Union High,Oasis High (Alternative),High School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,80,25,31.3%,29,36.3%,76,24,31.6%,28,36.8%,Y
2019-2020,37,68122,3732179,San Diego,Fallbrook Union High,Fallbrook High,High School District,High Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,9,12,"1,985","1,087",54.8%,"1,323",66.6%,"1,884","1,037",55.0%,"1,261",66.9%,Y
2019-2020,37,68122,3732195,San Diego,Fallbrook Union High,Ivy High (Continuation),High School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,85,46,54.1%,48,56.5%,66,34,51.5%,36,54.5%,Y
2019-2020,37,68130,0000001,San Diego,Grossmont Union High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59,9,15.3%,19,32.2%,42,9,21.4%,16,38.1%,Y
2019-2020,37,68130,0128793,San Diego,Grossmont Union High,MERIT Academy,High School District,Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,9,12,73,39,53.4%,53,72.6%,59,31,52.5%,43,72.9%,Y
2019-2020,37,68130,0128819,San Diego,Grossmont Union High,REACH Academy,High School District,Special Education Schools (Public),Special Education School,CEP,No ,N/A,N/A,N,9,12,22,15,68.2%,19,86.4%,20,13,65.0%,17,85.0%,Y
2019-2020,37,68130,0132548,San Diego,Grossmont Union High,IDEA Center,High School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,216,78,36.1%,119,55.1%,206,74,35.9%,113,54.9%,Y
2019-2020,37,68130,0139063,San Diego,Grossmont Union High,The Learning Choice Academy - East County,High School District,K-12 Schools (Public),Traditional,N/A,Yes,2039,Directly funded,Y,K,12,335,138,41.2%,169,50.4%,330,135,40.9%,165,50.0%,Y
2019-2020,37,68130,3730066,San Diego,Grossmont Union High,Valhalla High,High School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"2,136",977,45.7%,"1,246",58.3%,"2,049",941,45.9%,"1,198",58.5%,Y
2019-2020,37,68130,3730702,San Diego,Grossmont Union High,West Hills High,High School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"1,684",354,21.0%,575,34.1%,"1,645",346,21.0%,562,34.2%,Y
2019-2020,37,68130,3731262,San Diego,Grossmont Union High,Steele Canyon High,High School District,High Schools (Public),Traditional,Not Participating,Yes,0893,Directly funded,Y,9,12,"2,147",688,32.0%,819,38.1%,"2,118",677,32.0%,807,38.1%,Y
2019-2020,37,68130,3731486,San Diego,Grossmont Union High,Elite Academy,High School District,Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,9,12,43,14,32.6%,28,65.1%,14,7,50.0%,12,85.7%,Y
2019-2020,37,68130,3731536,San Diego,Grossmont Union High,Grossmont Middle College High,High School District,Alternative Schools of Choice,Alternative School of Choice,Not Participating,No ,N/A,N/A,N,11,12,67,23,34.3%,28,41.8%,65,22,33.8%,27,41.5%,Y
2019-2020,37,68130,3731692,San Diego,Grossmont Union High,El Cajon Valley High,High School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,557","1,044",67.1%,"1,402",90.0%,"1,427",959,67.2%,"1,290",90.4%,Y
2019-2020,37,68130,3731809,San Diego,Grossmont Union High,El Capitan High,High School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"1,649",555,33.7%,821,49.8%,"1,598",533,33.4%,792,49.6%,Y
2019-2020,37,68130,3732336,San Diego,Grossmont Union High,Granite Hills High,High School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"2,296",857,37.3%,"1,231",53.6%,"2,213",832,37.6%,"1,191",53.8%,Y
2019-2020,37,68130,3732559,San Diego,Grossmont Union High,Chaparral High,High School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,60,27,45.0%,41,68.3%,56,25,44.6%,37,66.1%,Y
2019-2020,37,68130,3732625,San Diego,Grossmont Union High,Grossmont High,High School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"2,261",891,39.4%,"1,269",56.1%,"2,187",864,39.5%,"1,233",56.4%,Y
2019-2020,37,68130,3732732,San Diego,Grossmont Union High,Helix High,High School District,High Schools (Public),Traditional,Not Participating,Yes,0150,Directly funded,Y,9,12,"2,449",869,35.5%,"1,399",57.1%,"2,390",842,35.2%,"1,352",56.6%,Y
2019-2020,37,68130,3734548,San Diego,Grossmont Union High,Monte Vista High,High School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"1,651",920,55.7%,"1,232",74.6%,"1,577",879,55.7%,"1,183",75.0%,Y
2019-2020,37,68130,3734761,San Diego,Grossmont Union High,Mount Miguel High,High School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"1,327",739,55.7%,973,73.3%,"1,257",706,56.2%,922,73.3%,Y
2019-2020,37,68130,3737905,San Diego,Grossmont Union High,Santana High,High School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"1,688",511,30.3%,734,43.5%,"1,607",480,29.9%,698,43.4%,Y
2019-2020,37,68155,6038319,San Diego,Jamul-Dulzura Union Elementary,Jamul Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,365,171,46.8%,201,55.1%,360,168,46.7%,197,54.7%,Y
2019-2020,37,68155,6097182,San Diego,Jamul-Dulzura Union Elementary,Oak Grove Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,6,8,211,114,54.0%,125,59.2%,211,114,54.0%,125,59.2%,Y
2019-2020,37,68155,6117303,San Diego,Jamul-Dulzura Union Elementary,Greater San Diego Academy,Elementary School District,K-12 Schools (Public),Traditional,Not Participating,Yes,0261,Directly funded,Y,K,12,167,63,37.7%,83,49.7%,165,62,37.6%,82,49.7%,Y
2019-2020,37,68163,0000001,San Diego,Julian Union Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,Y
2019-2020,37,68163,0128421,San Diego,Julian Union Elementary,Harbor Springs Charter,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,1589,Directly funded,Y,K,12,248,118,47.6%,138,55.6%,239,113,47.3%,131,54.8%,Y
2019-2020,37,68163,0137109,San Diego,Julian Union Elementary,Diego Valley East Public Charter,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,1934,Directly funded,Y,K,12,347,248,71.5%,283,81.6%,172,118,68.6%,135,78.5%,Y
2019-2020,37,68163,0138156,San Diego,Julian Union Elementary,JCS - Mountain Oaks,Elementary School District,Elementary Schools (Public),Traditional,N/A,Yes,1992,Directly funded,Y,K,8,298,30,10.1%,31,10.4%,298,30,10.1%,31,10.4%,Y
2019-2020,37,68163,0138628,San Diego,Julian Union Elementary,JCS - Cedar Cove,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,2022,Directly funded,Y,K,12,171,29,17.0%,34,19.9%,160,27,16.9%,32,20.0%,Y
2019-2020,37,68163,0139402,San Diego,Julian Union Elementary,Brookfield Engineering Science Technology Academy,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,2055,Directly funded,Y,3,12,206,37,18.0%,38,18.4%,205,37,18.0%,38,18.5%,Y
2019-2020,37,68163,3731239,San Diego,Julian Union Elementary,Julian Charter,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,0267,Directly funded,Y,K,12,36,3,8.3%,6,16.7%,35,3,8.6%,6,17.1%,Y
2019-2020,37,68163,6038327,San Diego,Julian Union Elementary,Julian Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,177,106,59.9%,113,63.8%,175,104,59.4%,111,63.4%,Y
2019-2020,37,68163,6105845,San Diego,Julian Union Elementary,Julian Junior High,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,6,8,96,59,61.5%,62,64.6%,96,59,61.5%,62,64.6%,Y
2019-2020,37,68171,3733219,San Diego,Julian Union High,Julian High,High School District,High Schools In 1 School Dist. (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,108,52,48.1%,55,50.9%,104,51,49.0%,54,51.9%,Y
2019-2020,37,68189,0000001,San Diego,Lakeside Union Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,2,20.0%,2,20.0%,10,2,20.0%,2,20.0%,Y
2019-2020,37,68189,0129288,San Diego,Lakeside Union Elementary,Eucalyptus Hills Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,P,K,107,37,34.6%,51,47.7%,28,11,39.3%,14,50.0%,Y
2019-2020,37,68189,3731072,San Diego,Lakeside Union Elementary,River Valley Charter,Elementary School District,High Schools (Public),Traditional,N/A,Yes,0120,Directly funded,N,7,12,305,53,17.4%,55,18.0%,298,51,17.1%,53,17.8%,Y
2019-2020,37,68189,6038343,San Diego,Lakeside Union Elementary,Lakeside Farms Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,639,203,31.8%,321,50.2%,638,203,31.8%,321,50.3%,Y
2019-2020,37,68189,6038350,San Diego,Lakeside Union Elementary,Lakeside Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,6,8,803,279,34.7%,367,45.7%,803,279,34.7%,367,45.7%,Y
2019-2020,37,68189,6038368,San Diego,Lakeside Union Elementary,Lakeview Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,710,170,23.9%,228,32.1%,710,170,23.9%,228,32.1%,Y
2019-2020,37,68189,6038376,San Diego,Lakeside Union Elementary,Lindo Park Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,464,277,59.7%,371,80.0%,463,276,59.6%,370,79.9%,Y
2019-2020,37,68189,6038384,San Diego,Lakeside Union Elementary,Riverview Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,1,5,626,107,17.1%,142,22.7%,626,107,17.1%,142,22.7%,Y
2019-2020,37,68189,6038392,San Diego,Lakeside Union Elementary,Winter Gardens Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,1,359,55,15.3%,84,23.4%,359,55,15.3%,84,23.4%,Y
2019-2020,37,68189,6085047,San Diego,Lakeside Union Elementary,Tierra del Sol Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,6,8,754,272,36.1%,356,47.2%,754,272,36.1%,356,47.2%,Y
2019-2020,37,68189,6107742,San Diego,Lakeside Union Elementary,Lakeside Union Alternative Education,Elementary School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,8,15,5,33.3%,5,33.3%,15,5,33.3%,5,33.3%,Y
2019-2020,37,68189,6110092,San Diego,Lakeside Union Elementary,Lemon Crest Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,501,238,47.5%,315,62.9%,499,238,47.7%,315,63.1%,Y
2019-2020,37,68189,6120901,San Diego,Lakeside Union Elementary,Barona Indian Charter,Elementary School District,Elementary Schools (Public),Traditional,N/A,Yes,0469,Directly funded,Y,K,8,114,38,33.3%,50,43.9%,112,38,33.9%,49,43.8%,Y
2019-2020,37,68197,0000001,San Diego,La Mesa-Spring Valley,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17,5,29.4%,5,29.4%,17,5,29.4%,5,29.4%,Y
2019-2020,37,68197,0115543,San Diego,La Mesa-Spring Valley,Quest Academy,Elementary School District,District Community Day Schools,Community Day School,N/A,No ,N/A,N/A,N,6,8,12,6,50.0%,7,58.3%,12,6,50.0%,7,58.3%,Y
2019-2020,37,68197,0132290,San Diego,La Mesa-Spring Valley,La Mesa Arts Academy,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,4,8,"1,087",300,27.6%,383,35.2%,"1,087",300,27.6%,383,35.2%,Y
2019-2020,37,68197,0132431,San Diego,La Mesa-Spring Valley,"Science, Technology, Engineering, Arts, and Math Academy at La Presa",Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,4,8,877,560,63.9%,699,79.7%,877,560,63.9%,699,79.7%,Y
