Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","2017-18 
CALPADS Fall 1 
Certification Status"
2017-2018,37,68411,6117154,San Diego,Sweetwater Union High,Sweetwater Community Day,High School District,District Community Day Schools,Community Day School,N/A,No ,N/A,N/A,N,7,9,20,14,70.0%,15,75.0%,20,14,70.0%,15,75.0%,Y
2017-2018,37,68411,6120968,San Diego,Sweetwater Union High,Eastlake Middle,High School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,1702,344,20.2%,429,25.2%,1702,344,20.2%,429,25.2%,Y
2017-2018,37,68437,0128470,San Diego,Vallecitos Elementary,Taylion San Diego Academy,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,1559,Directly funded,Y,K,12,153,81,52.9%,97,63.4%,133,65,48.9%,81,60.9%,Y
2017-2018,37,68437,6040562,San Diego,Vallecitos Elementary,Vallecitos Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,216,179,82.9%,192,88.9%,205,172,83.9%,183,89.3%,Y
2017-2018,37,68452,0000001,San Diego,Vista Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18,2,11.1%,2,11.1%,13,1,7.7%,1,7.7%,Y
2017-2018,37,68452,0100925,San Diego,Vista Unified,Temple Heights Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No,N/A,N/A,N,K,5,678,345,50.9%,440,64.9%,662,335,50.6%,427,64.5%,Y
2017-2018,37,68452,0100933,San Diego,Vista Unified,Hannalei Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,614,459,74.8%,516,84.0%,597,445,74.5%,501,83.9%,Y
2017-2018,37,68452,0105882,San Diego,Vista Unified,Foothill Oak Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,644,546,84.8%,606,94.1%,630,538,85.4%,595,94.4%,Y
2017-2018,37,68452,0106120,San Diego,Vista Unified,SIATech,Unified School District,High Schools (Public),Traditional,N/A,Yes,0627,Directly funded,Y,11,12,1069,1003,93.8%,1026,96.0%,264,244,92.4%,250,94.7%,Y
2017-2018,37,68452,0111237,San Diego,Vista Unified,Maryland Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,555,476,85.8%,519,93.5%,541,465,86.0%,506,93.5%,Y
2017-2018,37,68452,0114264,San Diego,Vista Unified,North County Trade Tech High,Unified School District,High Schools (Public),Traditional,N/A,Yes,0884,Directly funded,Y,9,12,169,72,42.6%,80,47.3%,156,69,44.2%,77,49.4%,Y
2017-2018,37,68452,0114637,San Diego,Vista Unified,"Vista Magnet Middle School of Technology, Science, and Math",Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,852,486,57.0%,546,64.1%,852,486,57.0%,546,64.1%,Y
2017-2018,37,68452,0115451,San Diego,Vista Unified,Major General Raymond Murray High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,10,12,178,133,74.7%,142,79.8%,157,118,75.2%,124,79.0%,Y
2017-2018,37,68452,0118430,San Diego,Vista Unified,Mission Vista High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,1677,363,21.6%,458,27.3%,1644,355,21.6%,448,27.3%,Y
2017-2018,37,68452,0124917,San Diego,Vista Unified,Guajome Learning Center,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,1351,Directly funded,Y,K,12,81,53,65.4%,56,69.1%,80,53,66.3%,56,70.0%,Y
2017-2018,37,68452,0126300,San Diego,Vista Unified,Vista Visions Academy,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,21,13,61.9%,13,61.9%,20,13,65.0%,13,65.0%,Y
2017-2018,37,68452,0128223,San Diego,Vista Unified,Bella Mente Montessori Academy,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,1515,Directly funded,Y,K,8,628,193,30.7%,226,36.0%,612,190,31.0%,222,36.3%,Y
2017-2018,37,68452,3730207,San Diego,Vista Unified,Vista Adult Transition Center,Unified School District,Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,Adult,Adult,112,42,37.5%,52,46.4%,14,6,42.9%,7,50.0%,Y
2017-2018,37,68452,3730728,San Diego,Vista Unified,Rancho Buena Vista High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2168,1133,52.3%,1289,59.5%,2121,1108,52.2%,1261,59.5%,Y
2017-2018,37,68452,3730942,San Diego,Vista Unified,Guajome Park Academy Charter,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,0050,Directly funded,Y,K,12,1360,673,49.5%,832,61.2%,1352,670,49.6%,828,61.2%,Y
2017-2018,37,68452,3732039,San Diego,Vista Unified,Alta Vista High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,139,106,76.3%,114,82.0%,94,73,77.7%,78,83.0%,Y
2017-2018,37,68452,3738705,San Diego,Vista Unified,Vista High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2515,1508,60.0%,1709,68.0%,2451,1466,59.8%,1665,67.9%,Y
2017-2018,37,68452,6040588,San Diego,Vista Unified,Beaumont Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,549,412,75.0%,464,84.5%,536,402,75.0%,454,84.7%,Y
2017-2018,37,68452,6040596,San Diego,Vista Unified,Bobier Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,645,556,86.2%,609,94.4%,629,545,86.6%,594,94.4%,Y
2017-2018,37,68452,6040604,San Diego,Vista Unified,California Avenue Elementary,Unified School District,Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,K,8,26,8,30.8%,10,38.5%,26,8,30.8%,10,38.5%,Y
2017-2018,37,68452,6040620,San Diego,Vista Unified,Grapevine Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,652,511,78.4%,559,85.7%,640,500,78.1%,548,85.6%,Y
2017-2018,37,68452,6040638,San Diego,Vista Unified,Monte Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,527,293,55.6%,343,65.1%,516,290,56.2%,338,65.5%,Y
2017-2018,37,68452,6040646,San Diego,Vista Unified,Olive Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,348,283,81.3%,312,89.7%,348,283,81.3%,312,89.7%,Y
2017-2018,37,68452,6040653,San Diego,Vista Unified,Vista Academy of Visual and Performing Arts,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,608,457,75.2%,498,81.9%,608,457,75.2%,498,81.9%,Y
2017-2018,37,68452,6059802,San Diego,Vista Unified,Rancho Minerva Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,803,658,81.9%,718,89.4%,803,658,81.9%,718,89.4%,Y
2017-2018,37,68452,6059810,San Diego,Vista Unified,Vista Innovation and Design Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,751,255,34.0%,298,39.7%,751,255,34.0%,298,39.7%,Y
2017-2018,37,68452,6069124,San Diego,Vista Unified,Casita Center for Science/Math/Technology,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,588,255,43.4%,297,50.5%,588,255,43.4%,297,50.5%,Y
2017-2018,37,68452,6107031,San Diego,Vista Unified,Alamosa Park Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,552,176,31.9%,204,37.0%,512,167,32.6%,192,37.5%,Y
2017-2018,37,68452,6107577,San Diego,Vista Unified,Roosevelt Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,1069,573,53.6%,656,61.4%,1069,573,53.6%,656,61.4%,Y
2017-2018,37,68452,6107585,San Diego,Vista Unified,Lake Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,831,206,24.8%,246,29.6%,820,204,24.9%,243,29.6%,Y
2017-2018,37,68452,6108708,San Diego,Vista Unified,Empresa Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,838,226,27.0%,262,31.3%,819,224,27.4%,260,31.7%,Y
2017-2018,37,68452,6110399,San Diego,Vista Unified,Breeze Hill Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,790,396,50.1%,443,56.1%,752,385,51.2%,426,56.6%,Y
2017-2018,37,68452,6110407,San Diego,Vista Unified,Mission Meadows Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,576,286,49.7%,336,58.3%,570,282,49.5%,332,58.2%,Y
2017-2018,37,68452,6112221,San Diego,Vista Unified,Madison Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,1077,592,55.0%,690,64.1%,1077,592,55.0%,690,64.1%,Y
2017-2018,37,73551,0000001,San Diego,Carlsbad Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30,3,10.0%,3,10.0%,23,2,8.7%,2,8.7%,Y
2017-2018,37,73551,0107557,San Diego,Carlsbad Unified,Calavera Hills Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,574,157,27.4%,180,31.4%,574,157,27.4%,180,31.4%,Y
2017-2018,37,73551,0113498,San Diego,Carlsbad Unified,Poinsettia Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,529,119,22.5%,127,24.0%,518,118,22.8%,126,24.3%,Y
2017-2018,37,73551,0127423,San Diego,Carlsbad Unified,Sage Creek High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1257,225,17.9%,260,20.7%,1225,222,18.1%,256,20.9%,Y
2017-2018,37,73551,3730017,San Diego,Carlsbad Unified,Carlsbad Village Academy,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,10,12,83,37,44.6%,41,49.4%,72,33,45.8%,37,51.4%,Y
2017-2018,37,73551,3730694,San Diego,Carlsbad Unified,Carlsbad High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2337,485,20.8%,551,23.6%,2270,464,20.4%,527,23.2%,Y
2017-2018,37,73551,3731163,San Diego,Carlsbad Unified,Carlsbad Seaside Academy,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,46,8,17.4%,8,17.4%,43,8,18.6%,8,18.6%,Y
2017-2018,37,73551,6037774,San Diego,Carlsbad Unified,Buena Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,324,85,26.2%,101,31.2%,306,83,27.1%,99,32.4%,Y
2017-2018,37,73551,6037782,San Diego,Carlsbad Unified,Jefferson Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,479,244,50.9%,274,57.2%,452,235,52.0%,265,58.6%,Y
2017-2018,37,73551,6037790,San Diego,Carlsbad Unified,Magnolia Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,477,72,15.1%,76,15.9%,477,72,15.1%,76,15.9%,Y
2017-2018,37,73551,6037816,San Diego,Carlsbad Unified,Valley Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,1045,259,24.8%,308,29.5%,1045,259,24.8%,308,29.5%,Y
2017-2018,37,73551,6099352,San Diego,Carlsbad Unified,Kelly Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,443,53,12.0%,59,13.3%,425,51,12.0%,57,13.4%,Y
2017-2018,37,73551,6106512,San Diego,Carlsbad Unified,Hope Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,650,92,14.2%,99,15.2%,650,92,14.2%,99,15.2%,Y
2017-2018,37,73551,6109201,San Diego,Carlsbad Unified,Aviara Oaks Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,650,125,19.2%,140,21.5%,650,125,19.2%,140,21.5%,Y
2017-2018,37,73551,6116578,San Diego,Carlsbad Unified,Pacific Rim Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,824,64,7.8%,73,8.9%,824,64,7.8%,73,8.9%,Y
2017-2018,37,73551,6118137,San Diego,Carlsbad Unified,Aviara Oaks Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,1106,173,15.6%,195,17.6%,1106,173,15.6%,195,17.6%,Y
2017-2018,37,73551,6120711,San Diego,Carlsbad Unified,Calavera Hills Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,472,168,35.6%,191,40.5%,472,168,35.6%,191,40.5%,Y
2017-2018,37,73569,0000001,San Diego,Oceanside Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16,0,0.0%,0,0.0%,15,0,0.0%,0,0.0%,Y
2017-2018,37,73569,0113514,San Diego,Oceanside Unified,Louise Foussat Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,649,370,57.0%,466,71.8%,640,367,57.3%,463,72.3%,Y
2017-2018,37,73569,0113522,San Diego,Oceanside Unified,Cesar Chavez Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,752,503,66.9%,606,80.6%,752,503,66.9%,606,80.6%,Y
2017-2018,37,73569,0136267,San Diego,Oceanside Unified,Coastal Academy Charter,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,0516,Directly funded,Y,K,12,1914,322,16.8%,452,23.6%,1897,322,17.0%,449,23.7%,Y
2017-2018,37,73569,3731221,San Diego,Oceanside Unified,Pacific View Charter,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,0247,Directly funded,Y,K,12,490,232,47.3%,269,54.9%,451,218,48.3%,253,56.1%,Y
2017-2018,37,73569,3735206,San Diego,Oceanside Unified,Oceanside High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2189,1190,54.4%,1464,66.9%,2113,1160,54.9%,1427,67.5%,Y
2017-2018,37,73569,3739018,San Diego,Oceanside Unified,El Camino High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2900,1166,40.2%,1431,49.3%,2803,1115,39.8%,1377,49.1%,Y
2017-2018,37,73569,3739026,San Diego,Oceanside Unified,Ocean Shores High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,140,102,72.9%,110,78.6%,114,83,72.8%,89,78.1%,Y
2017-2018,37,73569,6038830,San Diego,Oceanside Unified,Jefferson Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,611,480,78.6%,551,90.2%,611,480,78.6%,551,90.2%,Y
2017-2018,37,73569,6038848,San Diego,Oceanside Unified,Laurel Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,441,388,88.0%,427,96.8%,435,384,88.3%,423,97.2%,Y
2017-2018,37,73569,6038855,San Diego,Oceanside Unified,Libby Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,535,414,77.4%,496,92.7%,522,406,77.8%,485,92.9%,Y
2017-2018,37,73569,6038863,San Diego,Oceanside Unified,Lincoln Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,857,505,58.9%,586,68.4%,857,505,58.9%,586,68.4%,Y
2017-2018,37,73569,6038871,San Diego,Oceanside Unified,Mission Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,520,441,84.8%,485,93.3%,509,435,85.5%,478,93.9%,Y
2017-2018,37,73569,6038889,San Diego,Oceanside Unified,North Terrace Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,832,156,18.8%,374,45.0%,832,156,18.8%,374,45.0%,Y
2017-2018,37,73569,6038897,San Diego,Oceanside Unified,Palmquist Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,628,258,41.1%,312,49.7%,607,253,41.7%,306,50.4%,Y
2017-2018,37,73569,6038905,San Diego,Oceanside Unified,San Luis Rey Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,305,214,70.2%,245,80.3%,300,213,71.0%,243,81.0%,Y
2017-2018,37,73569,6038913,San Diego,Oceanside Unified,Santa Margarita Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,608,78,12.8%,223,36.7%,608,78,12.8%,223,36.7%,Y
2017-2018,37,73569,6038921,San Diego,Oceanside Unified,South Oceanside Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,685,356,52.0%,419,61.2%,685,356,52.0%,419,61.2%,Y
2017-2018,37,73569,6069108,San Diego,Oceanside Unified,E. G. Garrison Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,409,277,67.7%,358,87.5%,402,275,68.4%,355,88.3%,Y
2017-2018,37,73569,6088991,San Diego,Oceanside Unified,Del Rio Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,393,285,72.5%,340,86.5%,393,285,72.5%,340,86.5%,Y
2017-2018,37,73569,6106546,San Diego,Oceanside Unified,Reynolds Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,620,354,57.1%,430,69.4%,611,352,57.6%,426,69.7%,Y
2017-2018,37,73569,6108211,San Diego,Oceanside Unified,Christa McAuliffe Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,587,262,44.6%,306,52.1%,572,258,45.1%,302,52.8%,Y
2017-2018,37,73569,6109995,San Diego,Oceanside Unified,Ivey Ranch Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,738,209,28.3%,250,33.9%,738,209,28.3%,250,33.9%,Y
2017-2018,37,73569,6111777,San Diego,Oceanside Unified,Martin Luther King Jr. Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,1380,570,41.3%,727,52.7%,1380,570,41.3%,727,52.7%,Y
2017-2018,37,73569,6115299,San Diego,Oceanside Unified,Stuart Mesa Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,613,140,22.8%,290,47.3%,585,135,23.1%,283,48.4%,Y
2017-2018,37,73569,6119713,San Diego,Oceanside Unified,Nichols Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,647,333,51.5%,412,63.7%,647,333,51.5%,412,63.7%,Y
2017-2018,37,73791,0000001,San Diego,San Marcos Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36,3,8.3%,3,8.3%,36,3,8.3%,3,8.3%,Y
2017-2018,37,73791,0105684,San Diego,San Marcos Unified,San Elijo Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,1933,298,15.4%,353,18.3%,1933,298,15.4%,353,18.3%,Y
2017-2018,37,73791,0105726,San Diego,San Marcos Unified,Mission Hills High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2547,969,38.0%,1149,45.1%,2502,954,38.1%,1131,45.2%,Y
2017-2018,37,73791,0109785,San Diego,San Marcos Unified,Bayshore Preparatory Charter,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,0723,Directly funded,Y,K,12,95,47,49.5%,54,56.8%,94,46,48.9%,53,56.4%,Y
2017-2018,37,73791,0111468,San Diego,San Marcos Unified,San Elijo Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,1079,144,13.3%,159,14.7%,1061,141,13.3%,156,14.7%,Y
2017-2018,37,73791,0116467,San Diego,San Marcos Unified,Joli Ann Leichtag Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,765,516,67.5%,578,75.6%,755,510,67.5%,571,75.6%,Y
2017-2018,37,73791,0131433,San Diego,San Marcos Unified,Double Peak,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,1146,99,8.6%,127,11.1%,1135,99,8.7%,127,11.2%,Y
2017-2018,37,73791,3730215,San Diego,San Marcos Unified,Twin Oaks High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,166,112,67.5%,119,71.7%,152,100,65.8%,106,69.7%,Y
2017-2018,37,73791,3730793,San Diego,San Marcos Unified,Foothills High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,54,36,66.7%,37,68.5%,37,27,73.0%,28,75.7%,Y
2017-2018,37,73791,3737632,San Diego,San Marcos Unified,San Marcos High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,3338,994,29.8%,1152,34.5%,3273,974,29.8%,1126,34.4%,Y
2017-2018,37,73791,6039069,San Diego,San Marcos Unified,Alvin M. Dunn Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,780,551,70.6%,626,80.3%,765,544,71.1%,616,80.5%,Y
2017-2018,37,73791,6039077,San Diego,San Marcos Unified,Richland Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,767,262,34.2%,315,41.1%,750,258,34.4%,311,41.5%,Y
